localId,project,patch_url,fix_commit,repo_addr,on_crash_log,matched_files,crash_files
42470096,harfbuzz,https://github.com/harfbuzz/harfbuzz/commit/2dde6c803a9e50c5bff74095187b0cb2e12eebdd,2dde6c803a9e50c5bff74095187b0cb2e12eebdd,https://github.com/harfbuzz/harfbuzz.git,0,,/src/harfbuzz/./test/fuzzing/hb-subset-fuzzer.cc;/src/harfbuzz/src/./hb-ot-layout-common.hh;/src/harfbuzz/src/./hb-ot-layout-gsub-table.hh;/src/harfbuzz/src/./hb-ot-layout-gsubgpos.hh;/src/harfbuzz/src/hb-ot-layout.cc;/src/harfbuzz/src/hb-subset-plan.cc;/src/harfbuzz/src/hb-subset.cc;/src/libfuzzer/FuzzerDriver.cpp;/src/libfuzzer/FuzzerLoop.cpp;/src/libfuzzer/FuzzerMain.cpp;/src/llvm/projects/compiler-rt/lib/asan/asan_new_delete.cc
42470109,graphicsmagick,https://foss.heptapod.net/graphicsmagick/graphicsmagickf9154aa8139f5761d61b8108a2252c55187b0602,f9154aa8139f5761d61b8108a2252c55187b0602,https://foss.heptapod.net/graphicsmagick/graphicsmagick,-1,,/src/graphicsmagick/Magick++/lib/Image.cpp;/src/graphicsmagick/coders/mvg.c;/src/graphicsmagick/fuzzing/coder_fuzzer.cc;/src/graphicsmagick/magick/blob.c;/src/graphicsmagick/magick/constitute.c;/src/graphicsmagick/magick/render.c;/src/libfuzzer/afl/afl_driver.cpp;/src/llvm/projects/compiler-rt/lib/asan/asan_malloc_linux.cc
42470110,harfbuzz,https://github.com/harfbuzz/harfbuzz/commit/2dde6c803a9e50c5bff74095187b0cb2e12eebdd,2dde6c803a9e50c5bff74095187b0cb2e12eebdd,https://github.com/harfbuzz/harfbuzz.git,0,,/src/harfbuzz/./test/fuzzing/hb-subset-fuzzer.cc;/src/harfbuzz/src/./hb-ot-layout-common.hh;/src/harfbuzz/src/./hb-ot-layout-gsub-table.hh;/src/harfbuzz/src/./hb-ot-layout-gsubgpos.hh;/src/harfbuzz/src/./hb-set.hh;/src/harfbuzz/src/./hb-vector.hh;/src/harfbuzz/src/hb-ot-layout.cc;/src/harfbuzz/src/hb-subset-plan.cc;/src/harfbuzz/src/hb-subset.cc;/src/libfuzzer/FuzzerDriver.cpp;/src/libfuzzer/FuzzerLoop.cpp;/src/libfuzzer/FuzzerMain.cpp
42470114,libxml2,https://gitlab.gnome.org/GNOME/libxml2/-/commit/074180119fc90d5fd04ef9e8a5ee1910d6f9ad8e,074180119fc90d5fd04ef9e8a5ee1910d6f9ad8e,https://gitlab.gnome.org/GNOME/libxml2.git,0,,/src/libfuzzer/FuzzerDriver.cpp;/src/libfuzzer/FuzzerLoop.cpp;/src/libfuzzer/FuzzerMain.cpp;/src/libxml2/buf.c;/src/libxml2/error.c;/src/libxml2/parser.c;/src/libxml2/parserInternals.c;/src/libxml2_xml_read_memory_fuzzer.cc;/src/llvm/projects/compiler-rt/lib/msan/msan_interceptors.cc
42470125,libxml2,https://gitlab.gnome.org/GNOME/libxml2/-/commit/074180119fc90d5fd04ef9e8a5ee1910d6f9ad8e,074180119fc90d5fd04ef9e8a5ee1910d6f9ad8e,https://gitlab.gnome.org/GNOME/libxml2.git,0,,/src/libfuzzer/FuzzerDriver.cpp;/src/libfuzzer/FuzzerLoop.cpp;/src/libfuzzer/FuzzerMain.cpp;/src/libxml2/buf.c;/src/libxml2/parser.c;/src/libxml2/parserInternals.c;/src/libxml2_xml_read_memory_fuzzer.cc;/src/llvm/projects/compiler-rt/lib/msan/msan_interceptors.cc
42470131,imagemagick,https://github.com/imagemagick/imagemagick/commit/9bd3e4c89ccb78974d3b7ec63ba7680ac78882af,9bd3e4c89ccb78974d3b7ec63ba7680ac78882af,https://github.com/imagemagick/imagemagick,1,MagickCore/draw.c,/src/imagemagick/Magick++/fuzz/encoder_fuzzer.cc;/src/imagemagick/Magick++/lib/Image.cpp;/src/imagemagick/MagickCore/blob.c;/src/imagemagick/MagickCore/constitute.c;/src/imagemagick/MagickCore/draw.c;/src/imagemagick/coders/mvg.c;/src/libfuzzer/afl/afl_driver.cpp;/src/llvm/projects/compiler-rt/lib/asan/asan_malloc_linux.cc
42470140,poppler,https://gitlab.freedesktop.org/poppler/poppler.git3105b61e0912df397dd712632d8ea16269ff4d94,3105b61e0912df397dd712632d8ea16269ff4d94,https://gitlab.freedesktop.org/poppler/poppler.git,1,cpp/poppler-page-renderer.cpp;poppler/CharCodeToUnicode.cc;poppler/Gfx.cc;poppler/GfxFont.cc;poppler/PDFDoc.cc;poppler/Page.cc,/src/libfuzzer/FuzzerDriver.cpp;/src/libfuzzer/FuzzerLoop.cpp;/src/libfuzzer/FuzzerMain.cpp;/src/poppler/cpp/poppler-page-renderer.cpp;/src/poppler/fuzz/pdf_fuzzer.cc;/src/poppler/poppler/CharCodeToUnicode.cc;/src/poppler/poppler/Gfx.cc;/src/poppler/poppler/GfxFont.cc;/src/poppler/poppler/PDFDoc.cc;/src/poppler/poppler/Page.cc
42470142,gnutls,https://gitlab.com/gnutls/gnutls/-/commit/d165c2a37f7d072cc88db88ec97f057a9ac6e4aa,c7cbef52c27217c3bd529ddef26152fb11093a12
d62b7454c57cb3d9e8687af34e9364e306639d0b
d165c2a37f7d072cc88db88ec97f057a9ac6e4aa,https://gitlab.com/gnutls/gnutls.git,0,,/src/gnutls/fuzz/gnutls_srp_server_fuzzer.c;/src/gnutls/lib/cert-cred-x509.c;/src/gnutls/lib/x509/time.c;/src/gnutls/lib/x509/x509.c;/src/libfuzzer/FuzzerDriver.cpp;/src/libfuzzer/FuzzerLoop.cpp;/src/libfuzzer/FuzzerMain.cpp
42470143,libxml2,https://gitlab.gnome.org/GNOME/libxml2/-/commit/8c9daf790abfc06e8ca3a44652542c577bb67d49,8c9daf790abfc06e8ca3a44652542c577bb67d49,https://gitlab.gnome.org/GNOME/libxml2.git,0,,/src/libfuzzer/FuzzerDriver.cpp;/src/libfuzzer/FuzzerLoop.cpp;/src/libfuzzer/FuzzerMain.cpp;/src/libxml2/encoding.c;/src/libxml2/parser.c;/src/libxml2/parserInternals.c;/src/libxml2_xml_read_memory_fuzzer.cc
42470146,boringssl,https://boringssl.googlesource.com/boringssl/+/371305f58ac47a98d32f30a9edc6fafa72e842be%5E%21/,371305f58ac47a98d32f30a9edc6fafa72e842be,https://boringssl.googlesource.com/boringssl,0,,/src/boringssl/fuzz/ssl_ctx_api.cc;/src/boringssl/ssl/ssl_privkey.cc;/src/libfuzzer/FuzzerDriver.cpp;/src/libfuzzer/FuzzerLoop.cpp;/src/libfuzzer/FuzzerMain.cpp
42470149,poppler,https://gitlab.freedesktop.org/poppler/poppler.git3105b61e0912df397dd712632d8ea16269ff4d94,3105b61e0912df397dd712632d8ea16269ff4d94,https://gitlab.freedesktop.org/poppler/poppler.git,1,cpp/poppler-page-renderer.cpp;poppler/CMap.cc;poppler/Gfx.cc;poppler/GfxFont.cc;poppler/PDFDoc.cc;poppler/Page.cc,/src/libfuzzer/FuzzerDriver.cpp;/src/libfuzzer/FuzzerLoop.cpp;/src/libfuzzer/FuzzerMain.cpp;/src/poppler/cpp/poppler-page-renderer.cpp;/src/poppler/fuzz/pdf_fuzzer.cc;/src/poppler/poppler/CMap.cc;/src/poppler/poppler/Gfx.cc;/src/poppler/poppler/GfxFont.cc;/src/poppler/poppler/PDFDoc.cc;/src/poppler/poppler/Page.cc
42470155,gnutls,https://gitlab.com/gnutls/gnutls/-/commit/d165c2a37f7d072cc88db88ec97f057a9ac6e4aa,d165c2a37f7d072cc88db88ec97f057a9ac6e4aa,https://gitlab.com/gnutls/gnutls.git,0,,/src/gnutls/fuzz/gnutls_dn_parser_fuzzer.c;/src/gnutls/lib/x509/common.c;/src/gnutls/lib/x509/dn.c;/src/gnutls/lib/x509/x509_dn.c;/src/libfuzzer/FuzzerDriver.cpp;/src/libfuzzer/FuzzerLoop.cpp;/src/libfuzzer/FuzzerMain.cpp
42470156,gnutls,https://gitlab.com/gnutls/gnutls/-/commit/d165c2a37f7d072cc88db88ec97f057a9ac6e4aa,d165c2a37f7d072cc88db88ec97f057a9ac6e4aa,https://gitlab.com/gnutls/gnutls.git,0,,/src/gnutls/fuzz/gnutls_pkcs12_key_parser_fuzzer.c;/src/gnutls/lib/x509/pkcs12.c;/src/libfuzzer/FuzzerDriver.cpp;/src/libfuzzer/FuzzerLoop.cpp;/src/libfuzzer/FuzzerMain.cpp
42470157,libxml2,https://gitlab.gnome.org/GNOME/libxml2/-/commit/8c9daf790abfc06e8ca3a44652542c577bb67d49,8c9daf790abfc06e8ca3a44652542c577bb67d49,https://gitlab.gnome.org/GNOME/libxml2.git,0,,/src/libfuzzer/FuzzerDriver.cpp;/src/libfuzzer/FuzzerLoop.cpp;/src/libfuzzer/FuzzerMain.cpp;/src/libxml2/encoding.c;/src/libxml2/xmlsave.c;/src/libxml2_xml_read_memory_fuzzer.cc
42470158,libxml2,https://gitlab.gnome.org/GNOME/libxml2/-/commit/074180119fc90d5fd04ef9e8a5ee1910d6f9ad8e,074180119fc90d5fd04ef9e8a5ee1910d6f9ad8e,https://gitlab.gnome.org/GNOME/libxml2.git,0,,/src/libfuzzer/FuzzerDriver.cpp;/src/libfuzzer/FuzzerLoop.cpp;/src/libfuzzer/FuzzerMain.cpp;/src/libxml2/buf.c;/src/libxml2/parser.c;/src/libxml2/parserInternals.c;/src/libxml2_xml_read_memory_fuzzer.cc;/src/llvm/projects/compiler-rt/lib/msan/msan_interceptors.cc
42470159,boringssl,https://boringssl.googlesource.com/boringssl/+/371305f58ac47a98d32f30a9edc6fafa72e842be%5E%21/,371305f58ac47a98d32f30a9edc6fafa72e842be,https://boringssl.googlesource.com/boringssl,0,,/src/boringssl/crypto/pem/pem_lib.c;/src/boringssl/fuzz/read_pem.cc;/src/libfuzzer/FuzzerDriver.cpp;/src/libfuzzer/FuzzerLoop.cpp;/src/libfuzzer/FuzzerMain.cpp
42470162,gnutls,https://gitlab.com/gnutls/gnutls/-/commit/d165c2a37f7d072cc88db88ec97f057a9ac6e4aa,d165c2a37f7d072cc88db88ec97f057a9ac6e4aa,https://gitlab.com/gnutls/gnutls.git,0,,/src/gnutls/fuzz/gnutls_pkcs8_key_parser_fuzzer.c;/src/gnutls/lib/x509/pkcs7-crypt.c;/src/gnutls/lib/x509/privkey_pkcs8.c;/src/libfuzzer/FuzzerDriver.cpp;/src/libfuzzer/FuzzerLoop.cpp;/src/libfuzzer/FuzzerMain.cpp
42470166,graphicsmagick,https://foss.heptapod.net/graphicsmagick/graphicsmagick84d561c2fad5a9643eebecbeaec95a4656d68ade,84d561c2fad5a9643eebecbeaec95a4656d68ade,https://foss.heptapod.net/graphicsmagick/graphicsmagick,-1,,/src/graphicsmagick/Magick++/lib/Image.cpp;/src/graphicsmagick/coders/dcm.c;/src/graphicsmagick/coders/jnx.c;/src/graphicsmagick/fuzzing/coder_fuzzer.cc;/src/graphicsmagick/magick/blob.c;/src/graphicsmagick/magick/constitute.c;/src/libfuzzer/FuzzerDriver.cpp;/src/libfuzzer/FuzzerLoop.cpp;/src/libfuzzer/FuzzerMain.cpp
42470179,wget2,https://gitlab.com/gnuwget/wget2/-/commit/f6e762181df35bb081d8e776df6cbb6af4bd5939,f6e762181df35bb081d8e776df6cbb6af4bd5939,https://gitlab.com/gnuwget/wget2.git,1,src/options.c,/src/libfuzzer/FuzzerDriver.cpp;/src/libfuzzer/FuzzerLoop.cpp;/src/libfuzzer/FuzzerMain.cpp;/src/llvm/projects/compiler-rt/lib/asan/asan_malloc_linux.cc;/src/wget2/fuzz/wget_options_fuzzer.c;/src/wget2/libwget/xalloc.c;/src/wget2/src/options.c
42470183,wireshark,https://github.com/wireshark/wireshark/commit/38657fad58034ff5557caef10ef679b4ac404dbd,38657fad58034ff5557caef10ef679b4ac404dbd,https://github.com/wireshark/wireshark.git,1,epan/proto.c,/src/libfuzzer/FuzzerDriver.cpp;/src/libfuzzer/FuzzerLoop.cpp;/src/libfuzzer/FuzzerMain.cpp;/src/llvm/projects/compiler-rt/lib/asan/asan_malloc_linux.cc;/src/wireshark/epan/dissectors/packet-frame.c;/src/wireshark/epan/dissectors/packet-gre.c;/src/wireshark/epan/dissectors/packet-ip.c;/src/wireshark/epan/dissectors/packet-ipv6.c;/src/wireshark/epan/dissectors/packet-ipx.c;/src/wireshark/epan/dissectors/packet-ncp.c;/src/wireshark/epan/dissectors/packet-ncp2222.inc;/src/wireshark/epan/dissectors/packet-ppp.c;/src/wireshark/epan/epan.c;/src/wireshark/epan/packet.c;/src/wireshark/epan/proto.c;/src/wireshark/epan/wmem/wmem_strbuf.c;/src/wireshark/tools/oss-fuzzshark/fuzzshark.c
42470194,wireshark,https://github.com/wireshark/wireshark/commit/38657fad58034ff5557caef10ef679b4ac404dbd,38657fad58034ff5557caef10ef679b4ac404dbd,https://github.com/wireshark/wireshark.git,1,epan/proto.c,/src/libfuzzer/afl/afl_driver.cpp;/src/llvm/projects/compiler-rt/lib/asan/asan_malloc_linux.cc;/src/wireshark/epan/dissectors/packet-frame.c;/src/wireshark/epan/dissectors/packet-srvloc.c;/src/wireshark/epan/dissectors/packet-udp.c;/src/wireshark/epan/epan.c;/src/wireshark/epan/packet.c;/src/wireshark/epan/proto.c;/src/wireshark/epan/wmem/wmem_strbuf.c;/src/wireshark/tools/oss-fuzzshark/fuzzshark.c
42470226,aom,https://aomedia.googlesource.com/aom/+/bb5c2833051f4bc8d084bbbe8c8adbdad7dd5449%5E%21/,bb5c2833051f4bc8d084bbbe8c8adbdad7dd5449,https://aomedia.googlesource.com/aom,1,av1/decoder/decodeframe.c,/src/aom/aom/src/aom_decoder.c;/src/aom/aom_mem/aom_mem.c;/src/aom/aom_scale/generic/yv12config.c;/src/aom/aom_util/aom_thread.c;/src/aom/av1/av1_dx_iface.c;/src/aom/av1/common/frame_buffers.c;/src/aom/av1/decoder/decodeframe.c;/src/aom/av1/decoder/decoder.c;/src/aom/av1/decoder/obu.c;/src/av1_dec_fuzzer.cc;/src/libfuzzer/FuzzerDriver.cpp;/src/libfuzzer/FuzzerLoop.cpp;/src/libfuzzer/FuzzerMain.cpp;/src/llvm/projects/compiler-rt/lib/asan/asan_malloc_linux.cc
42470230,aom,https://aomedia.googlesource.com/aom/+/bb5c2833051f4bc8d084bbbe8c8adbdad7dd5449%5E%21/,bb5c2833051f4bc8d084bbbe8c8adbdad7dd5449,https://aomedia.googlesource.com/aom,1,av1/decoder/decodeframe.c,/src/aom/aom/src/aom_decoder.c;/src/aom/aom_util/aom_thread.c;/src/aom/av1/av1_dx_iface.c;/src/aom/av1/decoder/decodeframe.c;/src/aom/av1/decoder/decoder.c;/src/aom/av1/decoder/obu.c;/src/av1_dec_fuzzer.cc;/src/libfuzzer/FuzzerDriver.cpp;/src/libfuzzer/FuzzerLoop.cpp;/src/libfuzzer/FuzzerMain.cpp
42470243,gnutls,https://gitlab.com/gnutls/gnutls/-/commit/d165c2a37f7d072cc88db88ec97f057a9ac6e4aa,d165c2a37f7d072cc88db88ec97f057a9ac6e4aa,https://gitlab.com/gnutls/gnutls.git,0,,/src/gnutls/fuzz/gnutls_pkcs12_key_parser_fuzzer.c;/src/gnutls/lib/x509/pkcs12.c;/src/libfuzzer/FuzzerDriver.cpp;/src/libfuzzer/FuzzerLoop.cpp;/src/libfuzzer/FuzzerMain.cpp
42470250,radare2,https://github.com/radare/radare2/commit/533da1306534ece22d67eaa3c32e46b717cd9199,533da1306534ece22d67eaa3c32e46b717cd9199,https://github.com/radare/radare2,0,,/src/libfuzzer/FuzzerDriver.cpp;/src/libfuzzer/FuzzerLoop.cpp;/src/libfuzzer/FuzzerMain.cpp;/src/llvm/projects/compiler-rt/lib/asan/asan_malloc_linux.cc;/src/radare2/libr/..//libr/bin/p/../format/mdmp/mdmp.c;/src/radare2/libr/..//libr/bin/p/bin_mdmp.c;/src/radare2/libr/bin/bfile.c;/src/radare2/libr/bin/bin.c;/src/radare2/libr/bin/obj.c;/src/radare2/libr/core/./cmd_open.c;/src/radare2/libr/core/cmd.c;/src/radare2/libr/core/cmd_api.c;/src/radare2/libr/util/buf.c;/src/radare2/targets/ia_fuzz.cc
42470283,aom,https://aomedia.googlesource.com/aom/+/32017745b0b4cb6d69ced6250dd67d9faf6282f8%5E%21/,32017745b0b4cb6d69ced6250dd67d9faf6282f8,https://aomedia.googlesource.com/aom,1,av1/common/thread_common.c,/src/aom/aom/src/aom_decoder.c;/src/aom/aom_mem/aom_mem.c;/src/aom/aom_util/aom_thread.c;/src/aom/av1/av1_dx_iface.c;/src/aom/av1/common/thread_common.c;/src/aom/av1/decoder/decodeframe.c;/src/aom/av1/decoder/decoder.c;/src/aom/av1/decoder/obu.c;/src/av1_dec_fuzzer.cc;/src/libfuzzer/afl/afl_driver.cpp;/src/llvm/projects/compiler-rt/lib/asan/asan_malloc_linux.cc
42470291,libxml2,https://gitlab.gnome.org/GNOME/libxml2/-/commit/074180119fc90d5fd04ef9e8a5ee1910d6f9ad8e,074180119fc90d5fd04ef9e8a5ee1910d6f9ad8e,https://gitlab.gnome.org/GNOME/libxml2.git,0,,/src/libfuzzer/FuzzerDriver.cpp;/src/libfuzzer/FuzzerLoop.cpp;/src/libfuzzer/FuzzerMain.cpp;/src/libxml2/buf.c;/src/libxml2/parser.c;/src/libxml2/parserInternals.c;/src/libxml2/xmlIO.c;/src/libxml2_xml_read_memory_fuzzer.cc;/src/llvm/projects/compiler-rt/lib/msan/msan_interceptors.cc
42470311,graphicsmagick,https://foss.heptapod.net/graphicsmagick/graphicsmagickdfe0ac275b84fe5eaa2db36bfd64f88265a9644c,dfe0ac275b84fe5eaa2db36bfd64f88265a9644c,https://foss.heptapod.net/graphicsmagick/graphicsmagick,-1,,/src/graphicsmagick/Magick++/lib/Image.cpp;/src/graphicsmagick/coders/dcm.c;/src/graphicsmagick/coders/sfw.c;/src/graphicsmagick/fuzzing/coder_fuzzer.cc;/src/graphicsmagick/magick/blob.c;/src/graphicsmagick/magick/constitute.c;/src/libfuzzer/FuzzerDriver.cpp;/src/libfuzzer/FuzzerLoop.cpp;/src/libfuzzer/FuzzerMain.cpp
42470339,libxml2,https://gitlab.gnome.org/GNOME/libxml2/-/commit/8c9daf790abfc06e8ca3a44652542c577bb67d49,8c9daf790abfc06e8ca3a44652542c577bb67d49,https://gitlab.gnome.org/GNOME/libxml2.git,1,SAX2.c,/src/libfuzzer/FuzzerDriver.cpp;/src/libfuzzer/FuzzerLoop.cpp;/src/libfuzzer/FuzzerMain.cpp;/src/libxml2/SAX2.c;/src/libxml2/buf.c;/src/libxml2/parser.c;/src/libxml2/xmlIO.c;/src/libxml2_xml_read_memory_fuzzer.cc;/src/llvm/projects/compiler-rt/lib/asan/asan_malloc_linux.cc
