localId,project,patch_url,fix_commit,repo_addr,on_crash_log,matched_files,crash_files,patch_source
42472219,graphicsmagick,https://foss.heptapod.net/graphicsmagick/graphicsmagick5e16e05e1d9dbc60921bd7660d1c5dfc5dfb2f72,5e16e05e1d9dbc60921bd7660d1c5dfc5dfb2f72,https://foss.heptapod.net/graphicsmagick/graphicsmagick,-1,,/src/graphicsmagick/Magick++/lib/Image.cpp;/src/graphicsmagick/coders/miff.c;/src/graphicsmagick/fuzzing/coder_fuzzer.cc;/src/graphicsmagick/magick/blob.c;/src/graphicsmagick/magick/constitute.c;/src/graphicsmagick/magick/export.c;/src/graphicsmagick/magick/import.c;/src/graphicsmagick/magick/memory.c;/src/libfuzzer/FuzzerDriver.cpp;/src/libfuzzer/FuzzerLoop.cpp;/src/libfuzzer/FuzzerMain.cpp;/src/llvm/projects/compiler-rt/lib/msan/msan_interceptors.cc;/src/zlib/deflate.c,
42472426,graphicsmagick,https://foss.heptapod.net/graphicsmagick/graphicsmagick3e639c39c620d21e730d9d5121f12bdfb43e37c6,3e639c39c620d21e730d9d5121f12bdfb43e37c6,https://foss.heptapod.net/graphicsmagick/graphicsmagick,-1,,/src/graphicsmagick/Magick++/lib/Image.cpp;/src/graphicsmagick/coders/tiff.c;/src/graphicsmagick/fuzzing/coder_fuzzer.cc;/src/graphicsmagick/magick/blob.c;/src/graphicsmagick/magick/constitute.c;/src/graphicsmagick/magick/export.c;/src/graphicsmagick/magick/memory.c;/src/graphicsmagick/magick/pixel_cache.c;/src/libfuzzer/FuzzerDriver.cpp;/src/libfuzzer/FuzzerLoop.cpp;/src/libfuzzer/FuzzerMain.cpp;/src/llvm/projects/compiler-rt/lib/msan/msan_interceptors.cc,
42472707,graphicsmagick,https://foss.heptapod.net/graphicsmagick/graphicsmagick5e16e05e1d9dbc60921bd7660d1c5dfc5dfb2f72,5e16e05e1d9dbc60921bd7660d1c5dfc5dfb2f72,https://foss.heptapod.net/graphicsmagick/graphicsmagick,-1,,/src/graphicsmagick/Magick++/lib/Image.cpp;/src/graphicsmagick/coders/miff.c;/src/graphicsmagick/fuzzing/coder_fuzzer.cc;/src/graphicsmagick/magick/blob.c;/src/graphicsmagick/magick/colorspace.c;/src/graphicsmagick/magick/constitute.c;/src/graphicsmagick/magick/import.c;/src/graphicsmagick/magick/memory.c;/src/graphicsmagick/magick/pixel_iterator.c;/src/libfuzzer/FuzzerDriver.cpp;/src/libfuzzer/FuzzerLoop.cpp;/src/libfuzzer/FuzzerMain.cpp;/src/llvm/projects/compiler-rt/lib/msan/msan_interceptors.cc,
42472894,graphicsmagick,https://foss.heptapod.net/graphicsmagick/graphicsmagickad1788726baa52bf10e08526e44227f6f3bd95f5,ad1788726baa52bf10e08526e44227f6f3bd95f5,https://foss.heptapod.net/graphicsmagick/graphicsmagick,-1,,/src/graphicsmagick/Magick++/lib/Image.cpp;/src/graphicsmagick/coders/mvg.c;/src/graphicsmagick/fuzzing/coder_fuzzer.cc;/src/graphicsmagick/magick/blob.c;/src/graphicsmagick/magick/constitute.c;/src/graphicsmagick/magick/memory.c;/src/graphicsmagick/magick/render.c;/src/libfuzzer/FuzzerDriver.cpp;/src/libfuzzer/FuzzerLoop.cpp;/src/libfuzzer/FuzzerMain.cpp;/src/llvm/projects/compiler-rt/lib/msan/msan_interceptors.cc,
42473446,graphicsmagick,https://foss.heptapod.net/graphicsmagick/graphicsmagick225f3f58eb20dd16c28deb929130aa291371f64c,225f3f58eb20dd16c28deb929130aa291371f64c,https://foss.heptapod.net/graphicsmagick/graphicsmagick,-1,,/src/graphicsmagick/Magick++/lib/Image.cpp;/src/graphicsmagick/coders/tiff.c;/src/graphicsmagick/fuzzing/coder_fuzzer.cc;/src/graphicsmagick/magick/blob.c;/src/graphicsmagick/magick/constitute.c;/src/graphicsmagick/magick/memory.c;/src/graphicsmagick/magick/pixel_cache.c;/src/libfuzzer/FuzzerDriver.cpp;/src/libfuzzer/FuzzerLoop.cpp;/src/libfuzzer/FuzzerMain.cpp;/src/llvm/projects/compiler-rt/lib/msan/msan_interceptors.cc,
42473496,graphicsmagick,https://foss.heptapod.net/graphicsmagick/graphicsmagickcba247b8e1f16e37cf2744fee3d71cb323e5d387,cba247b8e1f16e37cf2744fee3d71cb323e5d387,https://foss.heptapod.net/graphicsmagick/graphicsmagick,-1,,/src/graphicsmagick/Magick++/lib/Image.cpp;/src/graphicsmagick/coders/mvg.c;/src/graphicsmagick/fuzzing/coder_fuzzer.cc;/src/graphicsmagick/magick/blob.c;/src/graphicsmagick/magick/constitute.c;/src/graphicsmagick/magick/render.c;/src/libfuzzer/afl/afl_driver.cpp;/src/llvm/projects/compiler-rt/lib/asan/asan_malloc_linux.cc,
42473907,graphicsmagick,https://foss.heptapod.net/graphicsmagick/graphicsmagick78635ba3a75c047d5899a98eaffe138ea22ab685,78635ba3a75c047d5899a98eaffe138ea22ab685,https://foss.heptapod.net/graphicsmagick/graphicsmagick,-1,,/src/graphicsmagick/Magick++/lib/Image.cpp;/src/graphicsmagick/coders/mat.c;/src/graphicsmagick/fuzzing/coder_fuzzer.cc;/src/graphicsmagick/magick/blob.c;/src/graphicsmagick/magick/constitute.c;/src/graphicsmagick/magick/memory.c;/src/graphicsmagick/magick/pixel_cache.c;/src/libfuzzer/FuzzerDriver.cpp;/src/libfuzzer/FuzzerLoop.cpp;/src/libfuzzer/FuzzerMain.cpp;/src/llvm/projects/compiler-rt/lib/msan/msan_interceptors.cc,
42474668,graphicsmagick,https://foss.heptapod.net/graphicsmagick/graphicsmagickce367bc7f85e0b1fd312c8cbd024cb502b12985b,ce367bc7f85e0b1fd312c8cbd024cb502b12985b,https://foss.heptapod.net/graphicsmagick/graphicsmagick,-1,,/src/graphicsmagick/Magick++/lib/Image.cpp;/src/graphicsmagick/coders/pdb.c;/src/graphicsmagick/fuzzing/coder_fuzzer.cc;/src/graphicsmagick/magick/blob.c;/src/graphicsmagick/magick/constitute.c;/src/graphicsmagick/magick/memory.c;/src/libfuzzer/FuzzerDriver.cpp;/src/libfuzzer/FuzzerLoop.cpp;/src/libfuzzer/FuzzerMain.cpp;/src/llvm/projects/compiler-rt/lib/msan/msan_interceptors.cc,
42474893,graphicsmagick,https://foss.heptapod.net/graphicsmagick/graphicsmagicke7b35d7d0d586c54e00bffb0c714ea67cc57eb13,e7b35d7d0d586c54e00bffb0c714ea67cc57eb13,https://foss.heptapod.net/graphicsmagick/graphicsmagick,-1,,/src/graphicsmagick/Magick++/lib/Image.cpp;/src/graphicsmagick/coders/tiff.c;/src/graphicsmagick/fuzzing/coder_fuzzer.cc;/src/graphicsmagick/magick/blob.c;/src/graphicsmagick/magick/constitute.c;/src/libfuzzer/FuzzerDriver.cpp;/src/libfuzzer/FuzzerLoop.cpp;/src/libfuzzer/FuzzerMain.cpp;/src/libtiff/libtiff/tif_color.c;/src/libtiff/libtiff/tif_getimage.c;/src/libtiff/libtiff/tif_ojpeg.c;/src/libtiff/libtiff/tif_read.c;/src/libtiff/libtiff/tif_unix.c;/src/llvm/projects/compiler-rt/lib/msan/msan_interceptors.cc,
42475536,graphicsmagick,https://foss.heptapod.net/graphicsmagick/graphicsmagickc6ba17134dc332e90dbe832f3d4c114d55d9aef1,c6ba17134dc332e90dbe832f3d4c114d55d9aef1,https://foss.heptapod.net/graphicsmagick/graphicsmagick,-1,,/src/graphicsmagick/Magick++/lib/Image.cpp;/src/graphicsmagick/coders/jpeg.c;/src/graphicsmagick/fuzzing/coder_fuzzer.cc;/src/graphicsmagick/magick/attribute.c;/src/graphicsmagick/magick/blob.c;/src/graphicsmagick/magick/constitute.c;/src/graphicsmagick/magick/map.c;/src/graphicsmagick/magick/profile.c;/src/libfuzzer/afl/afl_driver.cpp;/src/libjpeg-turbo/jdapimin.c;/src/libjpeg-turbo/jdinput.c;/src/libjpeg-turbo/jdmarker.c;/src/llvm/projects/compiler-rt/lib/asan/asan_malloc_linux.cc,
42476325,graphicsmagick,https://foss.heptapod.net/graphicsmagick/graphicsmagickb94644cbd4062312901837d2ea477ca35d5efa21,b94644cbd4062312901837d2ea477ca35d5efa21,https://foss.heptapod.net/graphicsmagick/graphicsmagick,-1,,/src/graphicsmagick/Magick++/lib/Image.cpp;/src/graphicsmagick/coders/mvg.c;/src/graphicsmagick/fuzzing/coder_fuzzer.cc;/src/graphicsmagick/magick/blob.c;/src/graphicsmagick/magick/constitute.c;/src/graphicsmagick/magick/render.c;/src/libfuzzer/afl/afl_driver.cpp;/src/llvm/projects/compiler-rt/lib/asan/asan_malloc_linux.cc,
42476976,graphicsmagick,https://foss.heptapod.net/graphicsmagick/graphicsmagickbc64299a7c9fdc1755eaa913c5c2edd41b304949,bc64299a7c9fdc1755eaa913c5c2edd41b304949,https://foss.heptapod.net/graphicsmagick/graphicsmagick,-1,,/src/graphicsmagick/Magick++/lib/Image.cpp;/src/graphicsmagick/coders/tiff.c;/src/graphicsmagick/fuzzing/coder_fuzzer.cc;/src/graphicsmagick/magick/blob.c;/src/graphicsmagick/magick/constitute.c;/src/libfuzzer/FuzzerDriver.cpp;/src/libfuzzer/FuzzerLoop.cpp;/src/libfuzzer/FuzzerMain.cpp;/src/libtiff/libtiff/tif_color.c;/src/libtiff/libtiff/tif_getimage.c;/src/libtiff/libtiff/tif_ojpeg.c;/src/libtiff/libtiff/tif_read.c;/src/libtiff/libtiff/tif_unix.c;/src/llvm/projects/compiler-rt/lib/msan/msan_interceptors.cc,
42477469,graphicsmagick,https://foss.heptapod.net/graphicsmagick/graphicsmagickddfe99a36d9bb1046cb78190e99629335e13e1c5,ddfe99a36d9bb1046cb78190e99629335e13e1c5,https://foss.heptapod.net/graphicsmagick/graphicsmagick,-1,,/src/graphicsmagick/Magick++/lib/Image.cpp;/src/graphicsmagick/coders/png.c;/src/graphicsmagick/fuzzing/coder_fuzzer.cc;/src/graphicsmagick/magick/blob.c;/src/graphicsmagick/magick/constitute.c;/src/libfuzzer/FuzzerDriver.cpp;/src/libfuzzer/FuzzerLoop.cpp;/src/libfuzzer/FuzzerMain.cpp,
42477726,ghostpdl,https://cgit.ghostscript.com/ghostpdl.git77f79475fd0419d16f1efe7812a44a9720fef10b,77f79475fd0419d16f1efe7812a44a9720fef10b,https://cgit.ghostscript.com/ghostpdl.git,-1,,,
42478424,graphicsmagick,https://foss.heptapod.net/graphicsmagick/graphicsmagick53ff1a445fb6d04ef4a337bb7ab0a09c53a24216,53ff1a445fb6d04ef4a337bb7ab0a09c53a24216,https://foss.heptapod.net/graphicsmagick/graphicsmagick,-1,,/src/graphicsmagick/Magick++/lib/Image.cpp;/src/graphicsmagick/coders/jpeg.c;/src/graphicsmagick/coders/sfw.c;/src/graphicsmagick/fuzzing/coder_fuzzer.cc;/src/graphicsmagick/magick/attribute.c;/src/graphicsmagick/magick/blob.c;/src/graphicsmagick/magick/constitute.c;/src/llvm/projects/compiler-rt/lib/fuzzer/FuzzerDriver.cpp;/src/llvm/projects/compiler-rt/lib/fuzzer/FuzzerLoop.cpp;/src/llvm/projects/compiler-rt/lib/fuzzer/FuzzerMain.cpp,
42478856,graphicsmagick,https://foss.heptapod.net/graphicsmagick/graphicsmagick5f56eaafe189815bd8abdd42bbf53ad5e3185933,5f56eaafe189815bd8abdd42bbf53ad5e3185933,https://foss.heptapod.net/graphicsmagick/graphicsmagick,-1,,/src/graphicsmagick/Magick++/lib/Image.cpp;/src/graphicsmagick/coders/jpeg.c;/src/graphicsmagick/fuzzing/coder_fuzzer.cc;/src/graphicsmagick/magick/attribute.c;/src/graphicsmagick/magick/blob.c;/src/graphicsmagick/magick/constitute.c;/src/graphicsmagick/magick/utility.c;/src/llvm/projects/compiler-rt/lib/asan/asan_malloc_linux.cpp;/src/llvm/projects/compiler-rt/lib/fuzzer/FuzzerDriver.cpp;/src/llvm/projects/compiler-rt/lib/fuzzer/FuzzerLoop.cpp;/src/llvm/projects/compiler-rt/lib/fuzzer/FuzzerMain.cpp,
42480920,njs,http://hg.nginx.org/njs9b70f038abfa8036d1d8a84d2d8db7c98039a957,9b70f038abfa8036d1d8a84d2d8db7c98039a957,http://hg.nginx.org/njs,-1,,/src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp;/src/llvm-project/compiler-rt/lib/asan/asan_malloc_linux.cpp;/src/llvm-project/compiler-rt/lib/fuzzer/FuzzerDriver.cpp;/src/llvm-project/compiler-rt/lib/fuzzer/FuzzerLoop.cpp;/src/llvm-project/compiler-rt/lib/fuzzer/FuzzerMain.cpp;/src/njs/src/njs_chb.c;/src/njs/src/njs_function.c;/src/njs/src/njs_function.h;/src/njs/src/njs_json.c;/src/njs/src/njs_malloc.c;/src/njs/src/njs_mp.c;/src/njs/src/njs_parser.c;/src/njs/src/njs_parser.h;/src/njs/src/njs_parser_expression.c;/src/njs/src/njs_parser_terminal.c;/src/njs/src/njs_shell.c;/src/njs/src/njs_vmcode.c,
42481148,graphicsmagick,https://foss.heptapod.net/graphicsmagick/graphicsmagickb2982b34791b78ba5469b8772d6df82ed11f73e4,"9b958e79d967101509dbe9ddf26b42e580c35909
b2982b34791b78ba5469b8772d6df82ed11f73e4",https://foss.heptapod.net/graphicsmagick/graphicsmagick,-1,,/src/graphicsmagick/Magick++/lib/Image.cpp;/src/graphicsmagick/coders/pict.c;/src/graphicsmagick/fuzzing/coder_fuzzer.cc;/src/graphicsmagick/magick/blob.c;/src/graphicsmagick/magick/constitute.c;/src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp;/src/llvm-project/compiler-rt/lib/asan/asan_malloc_linux.cpp;/src/llvm-project/compiler-rt/lib/fuzzer/FuzzerDriver.cpp;/src/llvm-project/compiler-rt/lib/fuzzer/FuzzerLoop.cpp;/src/llvm-project/compiler-rt/lib/fuzzer/FuzzerMain.cpp,
42481154,graphicsmagick,https://foss.heptapod.net/graphicsmagick/graphicsmagickb2982b34791b78ba5469b8772d6df82ed11f73e4,b2982b34791b78ba5469b8772d6df82ed11f73e4,https://foss.heptapod.net/graphicsmagick/graphicsmagick,-1,,/src/graphicsmagick/Magick++/lib/Image.cpp;/src/graphicsmagick/coders/pict.c;/src/graphicsmagick/fuzzing/coder_fuzzer.cc;/src/graphicsmagick/magick/blob.c;/src/graphicsmagick/magick/constitute.c;/src/llvm-project/compiler-rt/lib/asan/asan_malloc_linux.cpp;/src/llvm-project/compiler-rt/lib/fuzzer/FuzzerDriver.cpp;/src/llvm-project/compiler-rt/lib/fuzzer/FuzzerLoop.cpp;/src/llvm-project/compiler-rt/lib/fuzzer/FuzzerMain.cpp,
42481396,graphicsmagick,https://foss.heptapod.net/graphicsmagick/graphicsmagickbd2ca3645b6d02b13dc4e52f31877b362d7bc754,bd2ca3645b6d02b13dc4e52f31877b362d7bc754,https://foss.heptapod.net/graphicsmagick/graphicsmagick,-1,,/src/graphicsmagick/Magick++/lib/Image.cpp;/src/graphicsmagick/coders/pict.c;/src/graphicsmagick/fuzzing/coder_fuzzer.cc;/src/graphicsmagick/magick/blob.c;/src/graphicsmagick/magick/constitute.c;/src/llvm-project/compiler-rt/lib/asan/asan_malloc_linux.cpp;/src/llvm-project/compiler-rt/lib/fuzzer/FuzzerDriver.cpp;/src/llvm-project/compiler-rt/lib/fuzzer/FuzzerLoop.cpp;/src/llvm-project/compiler-rt/lib/fuzzer/FuzzerMain.cpp,
42481397,graphicsmagick,https://foss.heptapod.net/graphicsmagick/graphicsmagickbd2ca3645b6d02b13dc4e52f31877b362d7bc754,bd2ca3645b6d02b13dc4e52f31877b362d7bc754,https://foss.heptapod.net/graphicsmagick/graphicsmagick,-1,,/src/graphicsmagick/Magick++/lib/Image.cpp;/src/graphicsmagick/coders/pict.c;/src/graphicsmagick/fuzzing/coder_fuzzer.cc;/src/graphicsmagick/magick/blob.c;/src/graphicsmagick/magick/constitute.c;/src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp;/src/llvm-project/compiler-rt/lib/asan/asan_malloc_linux.cpp;/src/llvm-project/compiler-rt/lib/fuzzer/FuzzerDriver.cpp;/src/llvm-project/compiler-rt/lib/fuzzer/FuzzerLoop.cpp;/src/llvm-project/compiler-rt/lib/fuzzer/FuzzerMain.cpp,
42481448,graphicsmagick,https://foss.heptapod.net/graphicsmagick/graphicsmagick83b4d2b4b873dc2cb29cd7dff5c209c2b8f05682,83b4d2b4b873dc2cb29cd7dff5c209c2b8f05682,https://foss.heptapod.net/graphicsmagick/graphicsmagick,-1,,/src/graphicsmagick/Magick++/lib/Image.cpp;/src/graphicsmagick/coders/dib.c;/src/graphicsmagick/coders/wpg.c;/src/graphicsmagick/fuzzing/coder_fuzzer.cc;/src/graphicsmagick/magick/blob.c;/src/graphicsmagick/magick/constitute.c;/src/graphicsmagick/magick/pixel_cache.c;/src/libfuzzer/afl/afl_driver.cpp;/src/llvm-project/compiler-rt/lib/asan/asan_malloc_linux.cpp,
42481812,njs,http://hg.nginx.org/njs9b70f038abfa8036d1d8a84d2d8db7c98039a957,9b70f038abfa8036d1d8a84d2d8db7c98039a957,http://hg.nginx.org/njs,-1,,/src/libfuzzer/afl/afl_driver.cpp;/src/llvm-project/compiler-rt/lib/asan/asan_malloc_linux.cpp;/src/njs/src/njs_function.c;/src/njs/src/njs_function.h;/src/njs/src/njs_json.c;/src/njs/src/njs_malloc.c;/src/njs/src/njs_mp.c;/src/njs/src/njs_object_prop.c;/src/njs/src/njs_shell.c;/src/njs/src/njs_value.c;/src/njs/src/njs_vmcode.c,
42481819,ghostpdl,https://cgit.ghostscript.com/ghostpdl.gitf5b7acb59c4f2e88591aab9f355813e0b7b68db5,"6fc5cbc5bc57ae2c47d1276f1ea0c0f16017b4bb
06a08fca00194531df25652b46eca8f8e4dfd7cc
c5883877d1dc7abbd7600eb688f7cf4ad34db0cc
1f6b351a5048b5a14d52431c833da6ed3386a7bf
cd5f21df6c710664ff0ba3f100ca5283d9367ed8
5fc8e7c0b656d4e2be8f5e316121f06039c35273
b58e9010ce17bce450e4c042b93bafc460b9d94a
d7d68f45bfc227f7c7a6fdd5f8ef078bbf7ca77f
d86e9d8251e142ab9aae9f50923414c0c18bf1d3
9fd069e5c91126e78b51625c72d884615370098c
f5b7acb59c4f2e88591aab9f355813e0b7b68db5",https://cgit.ghostscript.com/ghostpdl.git,-1,,,
42482100,njs,http://hg.nginx.org/njs3313d0d593a09f27b7aab54c70dc808c61021ac5,3313d0d593a09f27b7aab54c70dc808c61021ac5,http://hg.nginx.org/njs,-1,,/src/libfuzzer/afl/afl_driver.cpp;/src/llvm-project/compiler-rt/lib/asan/asan_new_delete.cpp;/src/njs/src/njs_lexer.c;/src/njs/src/njs_parser.c;/src/njs/src/njs_parser.h;/src/njs/src/njs_parser_expression.c;/src/njs/src/njs_parser_terminal.c,
42482668,ghostpdl,https://cgit.ghostscript.com/ghostpdl.gitd703f355af5292e61dcd641332e249873ab5fb8a,d703f355af5292e61dcd641332e249873ab5fb8a,https://cgit.ghostscript.com/ghostpdl.git,-1,,/src/ghostpdl/./base/sdctd.c;/src/ghostpdl/./base/stream.c;/src/ghostpdl/./psi/imain.c;/src/ghostpdl/./psi/imainarg.c;/src/ghostpdl/./psi/interp.c;/src/ghostpdl/./psi/zimage.c;/src/ghostpdl/fuzz/gstoraster_fuzzer.cc;/src/llvm-project/compiler-rt/lib/fuzzer/FuzzerDriver.cpp;/src/llvm-project/compiler-rt/lib/fuzzer/FuzzerLoop.cpp;/src/llvm-project/compiler-rt/lib/fuzzer/FuzzerMain.cpp,
42483267,graphicsmagick,https://foss.heptapod.net/graphicsmagick/graphicsmagick83b4d2b4b873dc2cb29cd7dff5c209c2b8f05682,83b4d2b4b873dc2cb29cd7dff5c209c2b8f05682,https://foss.heptapod.net/graphicsmagick/graphicsmagick,-1,,/src/graphicsmagick/Magick++/lib/Image.cpp;/src/graphicsmagick/coders/vicar.c;/src/graphicsmagick/coders/wpg.c;/src/graphicsmagick/fuzzing/coder_fuzzer.cc;/src/graphicsmagick/magick/blob.c;/src/graphicsmagick/magick/constitute.c;/src/graphicsmagick/magick/pixel_cache.c;/src/libfuzzer/afl/afl_driver.cpp;/src/llvm-project/compiler-rt/lib/asan/asan_malloc_linux.cpp,
